issue_id,rule_id,record_id,finding_id,finding_summary,row_index,issue_type,issue_category,status,risk_level,determinism_type,review_state,detected_at,column,field_names,detected_value,expected_value,evidence_expected,checked_column,value,observed_value,anomaly_score,lower_bound,upper_bound,reason,method,message,why_it_matters,possible_vat_review_impact,recommended_manual_check,trigger_reason,trigger_rule,fields_to_check,suggested_action,review_note,date,description,net_amount,vat_amount,category
ISSUE-VR008-ROW-290,VR008,ROW-290,ISSUE-VR008-ROW-290,row 290: repeated row detected,290,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:19Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 290.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,09/01/2026,Contingent Labour,85715.08,0.0,Contingnt Labr-Other
ISSUE-VR008-ROW-291,VR008,ROW-291,ISSUE-VR008-ROW-291,row 291: repeated row detected,291,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:19Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 291.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,09/01/2026,Contingent Labour,85715.08,0.0,Contingnt Labr-Other
ISSUE-VR008-ROW-293,VR008,ROW-293,ISSUE-VR008-ROW-293,row 293: repeated row detected,293,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:19Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 293.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,09/01/2026,Contingent Labour,49225.43,0.0,Contingnt Labr-Other
ISSUE-VR008-ROW-294,VR008,ROW-294,ISSUE-VR008-ROW-294,row 294: repeated row detected,294,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:19Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 294.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,09/01/2026,Contingent Labour,49225.43,0.0,Contingnt Labr-Other
ISSUE-VR008-ROW-296,VR008,ROW-296,ISSUE-VR008-ROW-296,row 296: repeated row detected,296,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:19Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 296.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,09/01/2026,Contingent Labour,93535.2,0.0,Contingnt Labr-Other
ISSUE-VR008-ROW-297,VR008,ROW-297,ISSUE-VR008-ROW-297,row 297: repeated row detected,297,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:19Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 297.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,09/01/2026,Contingent Labour,93535.2,0.0,Contingnt Labr-Other
ISSUE-VR008-ROW-298,VR008,ROW-298,ISSUE-VR008-ROW-298,row 298: repeated row detected,298,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:19Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 298.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,09/01/2026,Contingent Labour,43513.8,0.0,Contingnt Labr-Other
ISSUE-VR008-ROW-300,VR008,ROW-300,ISSUE-VR008-ROW-300,row 300: repeated row detected,300,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:19Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 300.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,09/01/2026,Contingent Labour,43513.8,0.0,Contingnt Labr-Other
ISSUE-VR008-ROW-339,VR008,ROW-339,ISSUE-VR008-ROW-339,row 339: repeated row detected,339,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:19Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 339.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,09/01/2026,Consultancy - Organisation and Change Management,99030.0,0.0,Consultancy - Organi
ISSUE-VR008-ROW-340,VR008,ROW-340,ISSUE-VR008-ROW-340,row 340: repeated row detected,340,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:19Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 340.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,09/01/2026,Consultancy - Organisation and Change Management,99030.0,0.0,Consultancy - Organi
ISSUE-VR008-ROW-386,VR008,ROW-386,ISSUE-VR008-ROW-386,row 386: repeated row detected,386,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:19Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 386.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,12/01/2026,Software Licence Support ,44431.58,0.0,SW Lic Sup mngd Serv
ISSUE-VR008-ROW-387,VR008,ROW-387,ISSUE-VR008-ROW-387,row 387: repeated row detected,387,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:19Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 387.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,12/01/2026,Software Licence Support ,44431.58,0.0,SW Lic Sup mngd Serv
ISSUE-VR008-ROW-388,VR008,ROW-388,ISSUE-VR008-ROW-388,row 388: repeated row detected,388,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:19Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 388.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,12/01/2026,Software Licence Support ,44431.58,0.0,SW Lic Sup mngd Serv
ISSUE-VR008-ROW-453,VR008,ROW-453,ISSUE-VR008-ROW-453,row 453: repeated row detected,453,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:19Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 453.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,13/01/2026,Consultancy - includes implementation (Irrecoverable VAT),104400.0,0.0,Cons ad imp (Ir VAT)
ISSUE-VR008-ROW-454,VR008,ROW-454,ISSUE-VR008-ROW-454,row 454: repeated row detected,454,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:19Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 454.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,13/01/2026,Consultancy - includes implementation (Irrecoverable VAT),104400.0,0.0,Cons ad imp (Ir VAT)
ISSUE-VR008-ROW-468,VR008,ROW-468,ISSUE-VR008-ROW-468,row 468: repeated row detected,468,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:19Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 468.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,14/01/2026,Software Licence Support ,9245.06,0.0,SW Lic Sup mngd Serv
ISSUE-VR008-ROW-469,VR008,ROW-469,ISSUE-VR008-ROW-469,row 469: repeated row detected,469,exact_duplicate_row,Duplicate transaction risk,Non-compliant,High,Deterministic,open,2026-04-15T03:01:19Z,,,,,Original spreadsheet export or source transaction evidence,,,,,,,,,Exact duplicate row detected in the dataset.,Exact duplicated records can lead to repeated inclusion in review and preparation work.,The transaction may be overstated or counted more than once until the duplicate is resolved.,"Compare the repeated rows and confirm whether one should be removed, excluded, or annotated as a legitimate repeat.",The full record appears more than once in the uploaded dataset at row 469.,The validation check compares rows exactly and flags records that are duplicated.,full row,Confirm whether the repeated record is a legitimate repeat or an accidental duplicate entry.,This is a high-priority record-quality issue. Resolve it or document why the repeated row is acceptable before treating it as review-complete.,14/01/2026,Software Licence Support ,9245.06,0.0,SW Lic Sup mngd Serv
